Sample,AF,x,y,z
2,90,-0.007893162042877214,-2.3832540866855658e-05,-2.614169063111462
2,100,-0.021121903958820538,-0.00013950465829596284,-3.198062078814819
3,0,11.341869742923297,-0.33580162170658345,-383.2452554146478
3,5,1.3906154097612962,-0.008481744159818191,-228.00112230271313
3,10,4.556521138204153,-0.1272752110222464,-163.18953727523171
3,15,-0.2715705440882743,-0.0006022594787358855,-122.4567555652584
3,20,0.7576343083877202,-0.007508886870536326,-76.44780726386328
3,25,0.9609865981172306,-0.016876236388004992,-54.730072109978174
3,30,0.022681634299300417,-1.3823819078792235e-05,-37.215231702879564
3,35,0.327286394259628,-0.004102822671766061,-26.11002441098957
3,40,0.1544979677129847,-0.0013989829472868174,-17.062824554310588
3,45,-0.19519285631325217,-0.003377221224545469,-11.283226951092718
3,50,-0.06904739413880094,-0.0005247359854521539,-9.085864971105527
3,60,0.01123678242058977,-1.883398211546858e-05,-6.7041295756196275
3,70,-0.05667685462915523,-0.000848225055605513,-3.7874683754678258
3,80,0.03386754038415584,-0.00025796856799331706,-4.4464469993511955
3,90,-0.07822469506797036,-0.002168111092540183,-2.8234036720631015
3,100,0.001765054243803738,-1.0969986849222352e-06,-2.839946052890677
4,0,8.475267989115997,-0.16206633027362102,-443.295648845938
4,5,-0.05431570854989458,-1.6254696832443074e-05,-181.49808377212673
4,10,-0.1553035102804152,-0.00014020579634873906,-172.02705424720608
4,15,0.16506801999015666,-0.00025534456913675006,-106.70868746489118
4,20,0.3089066325288989,-0.001334200356246388,-71.52164007057145
4,25,0.23792525104129472,-0.0011247187445189,-50.33174547106529
4,30,-0.36790467529811954,-0.003300600186814371,-41.01051000304912
4,35,0.32357034796127815,-0.004150047953304495,-25.230161760250855
4,40,0.15381417931447502,-0.0016300245795885734,-14.515198425367114
4,45,-0.3607471648462878,-0.010912896314201241,-11.93065939897942
4,50,-0.12213441612693357,-0.0016401836263448234,-9.095421026995295
4,60,0.18460309016129303,-0.006798506791764787,-5.016013656875734
4,70,-0.0048929201216410334,-5.14415651971777e-06,-4.653956475890655
4,80,0.01980071018755327,-0.00010730788619626041,-3.653728493573639
4,90,0.003516470741470795,-3.868769140777693e-06,-3.1962553229045474
4,100,-0.014611221045932259,-7.404372279644604e-05,-2.8833034538098357
5,0,0.5814542430353323,-0.0009983531363958894,-338.6472409136414
5,5,-2.2919061617863266,-0.026234003358010585,-200.24309225475926
5,10,4.8202575226445825,-0.13793653212007922,-168.51513898492342
5,15,-2.859956846254186,-0.07325021250086985,-111.69981956469198
5,20,0.5529479134296792,-0.003171028059943675,-96.42185967910277
5,25,0.23218596242778103,-0.0011413314242350878,-47.235160023231764
5,30,0.2298203652541603,-0.001534980429956036,-34.4099359992438
5,35,-0.20502294626876139,-0.0016953715481357813,-24.79447390793027
5,40,-0.27275871037874744,-0.004788067636553712,-15.540460504845807
5,45,0.01033414894202673,-9.142816597037963e-06,-11.680719504550689
5,50,0.09662656191411667,-0.0010652948232850994,-8.764953769171601
5,60,0.09155124131590374,-0.0014610044710479538,-5.73762582640236
5,70,-0.031519992427865726,-0.00019291267986584442,-5.150146329523244
5,80,-0.019702044938250625,-0.00010707814002349273,-3.6251685683499217
5,90,0.022917611686326257,-0.00018162809939359823,-2.8918070567444203
5,100,0.04840967697825097,-0.0007774654657966805,-3.014666419332903
6,0,-0.10215657963901786,-2.456422617052682e-05,-424.8441205840941
6,5,-0.8757305224552248,-0.003147733331959261,-243.63846018011668
6,10,-0.8457418780562852,-0.004661666668978729,-153.44087009558675
6,15,-0.6911050187670782,-0.0035081858694873957,-136.1479460833769
6,20,0.07247921600465856,-6.798831045073973e-05,-77.26679820440172
6,25,-0.8749623879010987,-0.013772776485989418,-55.591842344363045
6,30,-0.1960688417758933,-0.0010434362598363827,-36.84320410441779
6,35,-0.4089152118376044,-0.008002109759337399,-20.899946303874227
6,40,-0.7559875910945021,-0.03184773906445645,-17.96121700086246
6,45,-0.026504999845896358,-6.520742399774933e-05,-10.773576070971405
6,50,0.014035128315763654,-2.0914576378648683e-05,-9.418552973929778
6,60,-0.06664699918228732,-0.0008086438886828411,-5.4933321114645715
6,70,0.03984368484741403,-0.0003710004767844275,-4.279207550257969
6,80,-0.08423191988708094,-0.002066833921213084,-3.433827863404419
6,90,-0.04892466542277287,-0.0008336924676567472,-2.8715269430227988
6,100,-0.04157652903573665,-0.0006216981231864237,-2.7807724451144784
7,0,2.9666107472658956,-0.02333091137366052,-377.2270764027641
7,5,-9.199510532645935,-0.3272556076405463,-258.771807876094
7,10,2.8096469502272274,-0.053860771469563425,-146.59215097763598
7,15,-2.788958904887905,-0.07364840233252563,-105.65067398160254
7,20,-0.8663444014606098,-0.009978206343718493,-75.2241812542519
7,25,-1.695256526156151,-0.04436077815632215,-64.80676353973986
7,30,-0.48123186065844537,-0.007099754967922695,-32.62215479945988
7,35,0.2282721145737136,-0.002013926319107195,-25.87492189148434
7,40,0.03338120222202784,-7.194520285394514e-05,-15.48827726711689
7,45,-0.14125289347137893,-0.0015991452396203838,-12.477702469698631
7,50,0.38214095207498777,-0.015444506430576758,-9.4629715514407
7,60,-0.186209811416616,-0.005381123234919284,-6.446343556099001
7,70,-0.054819215502340576,-0.0005803905314200062,-5.178090694904948
7,80,0.03896767739378061,-0.00047693657784915656,-3.184057759429572
7,90,-0.052827789107152155,-0.0008497959324892747,-3.2844783652726735
7,100,-0.092214645359811,-0.002657366106973233,-3.201316845695388
8,0,6.217768952564399,-0.09514895800164155,-406.36469338881466
8,5,-2.294774100532774,-0.019639616186734345,-268.1407302533584
8,10,-1.1744937439973604,-0.00744165538423773,-185.37048174123962
8,15,-1.3224018714930252,-0.013990951665854656,-124.9982575968687
8,20,0.8075081884444262,-0.007591019826016292,-85.90391021300971
8,25,-0.03438666066506955,-2.5384924402072005e-05,-46.58051113975684
8,30,1.067565971218291,-0.03444758430406152,-33.102183784853004
8,35,-0.10294477255034866,-0.0003833842011017656,-27.642504976615204
8,40,0.5344294640721424,-0.017897439527713208,-15.96736594176564
8,45,0.11874185099957413,-0.001115024683280608,-12.645683110475279
8,50,-0.2519703201965945,-0.008623237168268733,-7.366863539730509
8,60,-0.021423419393373062,-7.13278227082057e-05,-6.434592069409371
8,70,0.13336854175565657,-0.004388787668818512,-4.055059710279855
8,80,-0.040422488533722656,-0.000476208985443522,-3.4314576431228443
8,90,0.049312171962136817,-0.000855103870681427,-2.844164271552628
8,100,0.008522165666738309,-2.221411570651653e-05,-3.2694326141047045
9,0,0.7364431909159336,-0.0014060374484138037,-385.7291016878365
9,5,2.4483066375256883,-0.0234354672996665,-255.78666381921684
9,10,2.6717372104492743,-0.04357937378962635,-163.8189955165501
9,15,1.1440757523675618,-0.011866505203094046,-110.30878172062387
9,20,-1.874766502821496,-0.0474765763373192,-74.05496654055264
9,25,0.9641279751352299,-0.015993989967254586,-58.12624925992554
9,30,0.439447755690963,-0.006424274046880419,-30.06331347612849
9,35,0.6023380382174137,-0.015210610697593637,-23.860105448852813
9,40,-0.5516451248230123,-0.016752973902334368,-18.173050602348876
9,45,0.17185987219890175,-0.002607492095593692,-11.328592341291637
9,50,-0.14596698940346076,-0.002357907926556596,-9.037308640885685
9,60,-0.07490571150210219,-0.0008957041779453835,-6.264642816734651
9,70,0.09631468036615774,-0.0019321248692506059,-4.802165826445662
9,80,0.035548107462752866,-0.00039559821250817625,-3.1945194664085452
9,90,-0.016978385924531582,-7.945389004415734e-05,-3.6281262614725875
9,100,-0.12001002399518818,-0.004884073178963925,-2.951292391012144
10,0,0.4171781875275367,-0.0005803837791561394,-299.8667688893899
10,5,3.6325601492957342,-0.058628566339428485,-225.09866102359072
10,10,-1.5295040459334726,-0.015664367299270596,-149.3520462598166
10,15,0.9375541170612639,-0.0076320604960761675,-115.17687085442947
10,20,-0.09283704431430076,-0.00012800680652953728,-67.33020863145791
10,25,2.1483236684160207,-0.09564813791447925,-48.30064341635413
10,30,1.5507124625840678,-0.0622156891364477,-38.68226475979407
10,35,-1.010665212019615,-0.03787753078148512,-26.985953193012005
10,40,-0.5965067775629012,-0.019408943703202994,-18.34250461252283
10,45,0.14456861953297068,-0.002014552650520812,-10.3755614731421
10,50,-0.12113602709733864,-0.0015487850135994887,-9.475257218120747
10,60,0.13246248850731124,-0.0027962695763843796,-6.276297584497849
10,70,-0.0037594148695863903,-3.2427026032194126e-06,-4.358464882099281
10,80,-0.00668812139851999,-1.3543118285240258e-05,-3.3028626500315714
10,90,0.044975096547646504,-0.0007873037494436591,-2.56961714047124
10,100,-0.033669199926851315,-0.0004236748318717605,-2.675884157042566
11,0,6.045018049128917,-0.09879961110523623,-369.9116136302235
11,5,-1.1734588154423213,-0.004963132183621014,-277.44937206568204
11,10,2.5544570537295264,-0.03811442275606952,-171.22067400319784
11,15,1.4320487897717993,-0.019675273453287276,-104.24034462420371
11,20,1.2849235257016804,-0.023041972003809443,-71.66460889402285
11,25,0.7384702576888246,-0.011308998505609232,-48.227282388914375
11,30,0.734802452235523,-0.015981261455935862,-33.79347309732674
11,35,-0.14774283718692685,-0.0009288880055647431,-23.499471649408957
11,40,0.4415364491845492,-0.011505204465728482,-16.95064265686213
11,45,-0.16070314327391239,-0.0021323620763439156,-12.112283335272085
11,50,-0.22795892984443733,-0.005290957463683703,-9.824170631393246
11,60,-0.2410021800635867,-0.010424127780362032,-5.57709554725069
11,70,0.04232310811867293,-0.00042165328151609084,-4.248358670240184
11,80,0.020352686790429175,-0.00012727797699283868,-3.2546082923297237
11,90,-0.03470959396341836,-0.00044689526779395704,-2.6960584581821405
11,100,0.0009032762960679865,-4.174550548038569e-07,-1.9544814340703085
12,0,-2.1490435801106376,-0.013910171375526765,-332.0221534265804
12,5,-0.10245545038237328,-4.8438620603909354e-05,-216.70973193152895
12,10,1.8641294296702766,-0.01950310564845027,-178.18540152346324
12,15,-1.5067073833445128,-0.021762524609617438,-104.32631191194018
12,20,3.7391033257006354,-0.18674388258494834,-74.95998940151568
12,25,0.8880067437968661,-0.014864527185030592,-53.056948031908824
12,30,0.3183864233780423,-0.0026182675321627,-38.71771732669843
12,35,0.34315753035368796,-0.00415223477766401,-28.362006763982983
12,40,0.23690950596308374,-0.003249887503807733,-17.27179620398724
12,45,-0.22316894193269146,-0.0038739699291247824,-12.858096684017582
12,50,0.12841534756972875,-0.0016633710976752367,-9.914735718436892
12,60,0.00044058329203720354,-2.9892339928717965e-08,-6.493758539226577
12,70,-0.0017529273692069788,-6.759717762925297e-07,-4.545684742989259
12,80,0.012342442792407133,-4.1295327988561404e-05,-3.688958391993088
12,90,-0.017047720767980605,-9.60055831604661e-05,-3.027213442334237
12,100,0.0941079773853704,-0.0025849581489407344,-3.4273869329605087
13,0,-8.903121257224079,-0.19505543936764988,-406.47207485155366
13,5,-0.22897168788764202,-0.00018058147254466678,-290.3290654360906
13,10,0.950668471343903,-0.005280133761580376,-171.16696716705925
13,15,-2.52066010074266,-0.06410483819196684,-99.14667762604572
13,20,-1.984395458252272,-0.051312177400672884,-76.76816272606388
13,25,-1.7847173209581624,-0.05695963543198296,-55.94905372406365
13,30,-0.4297297373438249,-0.005344771362710559,-34.55375681440794
13,35,0.053990738301504596,-0.00013030294501138636,-22.371008663717202
13,40,0.21017317356315438,-0.002494670815135977,-17.70809767734628
13,45,-0.0346849594682779,-9.139827017373023e-05,-13.162728220608406
13,50,0.19840936294368242,-0.0038350098227586888,-10.266891112904501
13,60,0.06834825248803106,-0.0006861014317864978,-6.809079187696188
13,70,0.0271347301061469,-0.00017296508124601146,-4.256977945704019
13,80,0.006715419991788922,-9.62314722890601e-06,-4.686295543011627
13,90,0.021865567581413215,-0.00015128243710046217,-3.1604097466434538
13,100,-0.03133731492033675,-0.00041709514772857,-2.3546528701998475
14,0,-10.52269924714599,-0.2502207812416385,-442.6430918001801
14,5,4.725752338098058,-0.08491131286161704,-263.05493441205726
14,10,0.18568035366780572,-0.00020455024569247622,-168.55132362162104
14,15,-0.7497152032360883,-0.005204763002407954,-107.99462536892248
14,20,-0.4241727573716724,-0.002103145121062516,-85.55032075081681
14,25,0.11507143934004528,-0.0002457846351803248,-53.87426413812276
14,30,-0.20559517945654707,-0.0012554355989721532,-33.66972061513947
14,35,-0.334469965701253,-0.005185262563241135,-21.57722955354678
14,40,0.09560299287113912,-0.0005352224471692353,-17.077152732797522
14,45,0.2681348546302913,-0.00700334008075637,-10.269502643518678
14,50,-0.06421122904961657,-0.00046483365991679173,-8.870248274513175
14,60,-0.10780284189034002,-0.0019374020677929628,-5.999440965160462
14,70,-0.11536965563571061,-0.002962164620726592,-4.494869675761917
14,80,-0.07340055458902808,-0.001750948338106934,-3.0778601451099323
14,90,-0.0335159947070403,-0.00036431251333515167,-3.0835840656740303
14,100,-0.0064615174618939284,-1.6795785580249158e-05,-2.4858229321780945
15,0,11.777860717849512,-0.34896998506970334,-397.68142159464554
15,5,1.05382922195741,-0.0043137230152186035,-257.44938402336334
15,10,2.4245907403716003,-0.029371797172107618,-200.16043142532104
15,15,-1.5992812236076397,-0.026343705691157064,-97.10279313219998
15,20,0.3060555151835095,-0.0013815508907407941,-67.8012900853594
15,25,-1.8675989093173246,-0.06484428484967163,-53.821666035388745
15,30,-0.8699296476303812,-0.021185713201762543,-35.731720172650896
15,35,0.7828631368432254,-0.024602265771307533,-24.923608979146472
15,40,0.11727325025612884,-0.0008529038245932467,-16.12535733422586
15,45,-0.25653369689113664,-0.0052908230748236204,-12.441076109725588
15,50,0.13330737960775088,-0.0022526427418253056,-7.890019196762804
15,60,0.280004906159414,-0.012204141743555814,-6.430372927978411
15,70,-0.011422702762633042,-2.749010665301277e-05,-4.7463808672274785
15,80,0.013701750864108873,-4.634361602725713e-05,-4.051022917460201
15,90,-0.029648027988720276,-0.0002793207994385421,-3.147078823259165
15,100,-0.014446865753067,-5.9634011393654905e-05,-3.499910593125617
16,0,2.0613570709604363,-0.012169312588117515,-349.1788865368568
16,5,-0.6851163442486479,-0.0016110286261689262,-291.3577668559029
16,10,4.902462731048833,-0.16047419652757086,-149.849719682763
16,15,-0.8018070929253193,-0.0060080088213343924,-107.00927399009294
16,20,2.71133685515234,-0.09526302759688592,-77.21656397431391
16,25,0.858522729221721,-0.013019242702009859,-56.6197311879652
16,30,-0.08472510193362082,-0.00018112372123002313,-39.632353243391506
16,35,0.5058368012489739,-0.01151186107553151,-22.232471423498446
16,40,-0.0941960769635715,-0.0005309031203922549,-16.713109233024433
16,45,0.05756963809205373,-0.0002429707115524235,-13.640708899133285
16,50,-0.03768155950591081,-0.00019020185595776967,-7.465321554857123
16,60,-0.12945019230209479,-0.002646742252015132,-6.332635726270512
16,70,0.004488978233036205,-4.241737427460746e-06,-4.750632239132098
16,80,0.0013502742952641767,-4.949373660551541e-07,-3.6837808579023146
16,90,-0.009857337734935646,-2.914930038972918e-05,-3.3334430247510602
16,100,-0.013458248582410317,-5.659102086494845e-05,-3.200614751286297
17,0,8.265142516478452,-0.16294872392376047,-419.30893366899016
17,5,1.498508737040972,-0.009478453964062668,-236.9134632712912
17,10,1.1730584672894964,-0.008775276434878493,-156.8161048932466
17,15,3.8659638315888327,-0.1379884134722411,-108.3800685987911
17,20,-0.6831484254307423,-0.006293278776356889,-74.16032087767347
17,25,0.326259933079605,-0.002146917957547948,-49.581703000004026
17,30,-0.667602158323707,-0.012839724810491606,-34.718428161305724
17,35,0.04328474203526491,-8.55598871714778e-05,-21.89779130433128
17,40,0.2638337683107936,-0.00408009844981501,-17.06247563911362
17,45,-0.04993629085703139,-0.00021225112405913782,-11.74860995803844
17,50,-0.25362863809576863,-0.00812898881284699,-7.917407600483406
17,60,0.09159260772736391,-0.0012826074280862475,-6.541384454169769
17,70,-0.2914495438082347,-0.017870508416848625,-4.7621680556111565
17,80,0.1146709870524638,-0.004001965415727227,-3.287744728279281
17,90,0.09484413442518443,-0.003275545899361991,-2.7478695500473806
17,100,0.022472046793112106,-0.000166852151703267,-3.02667242552759
18,0,6.285073170837291,-0.0892265345311656,-442.76207136188026
18,5,4.220381605819339,-0.07005848518525702,-254.27433633864143
18,10,-2.466084281076342,-0.035833802578179426,-169.73397296923656
18,15,2.877192327475268,-0.08347273993788225,-99.21465153571212
18,20,-0.4345543958773008,-0.0024672040343835778,-76.54031197578227
18,25,-0.48920579927299285,-0.005269991459308683,-45.414912318636446
18,30,0.2702450181606126,-0.0025475869354658373,-28.668546635791394
18,35,0.42964463105561757,-0.007650718596950402,-24.13155981143213
18,40,0.033985865020321415,-8.61677319057331e-05,-13.404585545736916
18,45,-0.06108078021382153,-0.0003327462147304663,-11.212500416157548
18,50,-0.08254767167212486,-0.0009028799772488665,-7.547543255073967
18,60,0.060547550242046465,-0.0006417195971309513,-5.713105463730858
18,70,-0.027870126506566433,-0.0001362663216150646,-5.700258335922064
18,80,0.026643782431409392,-0.00019189265744662135,-3.699513899363197
18,90,0.014875292287398634,-7.230117742418873e-05,-3.0604886702192355
18,100,0.08815886391448194,-0.0029764837660275108,-2.612617559546979
19,0,-2.703886221394939,-0.01785178375885319,-409.54787142650116
19,5,-0.5772149181263687,-0.0013302887739037106,-250.4553545640095
19,10,-1.9691447683920624,-0.021671164610169835,-178.9366654362522
19,15,0.3305582150213597,-0.0009047070604019982,-120.77847907612903
19,20,-0.08558752987931416,-8.247100265695706e-05,-88.82186993708216
19,25,-1.0686576794965332,-0.023632249579517945,-48.33684747541844
19,30,-0.2744723986871906,-0.0023545166182396917,-31.997170408882525
19,35,0.05976871166048166,-0.00017902141226205134,-19.954679569959247
19,40,-0.05489345565813253,-0.00018398973259656318,-16.377589975424623
19,45,0.12096485281774919,-0.0010982385046949825,-13.324153729943978
19,50,-0.04729734974828399,-0.00024313355881881919,-9.20098755946245
19,60,-0.019989846707253782,-7.24554222086706e-05,-5.515068218278903
19,70,0.11013927299329396,-0.0027662195475343957,-4.3866673013847075
19,80,-0.0406480367130065,-0.00048286636318392383,-3.4220223035961785
19,90,-0.13163524099355017,-0.005654206586707498,-3.0674178711337223
19,100,-0.05100250293443465,-0.0009009371135525554,-2.8877277654873232
20,0,-0.901148649393828,-0.0024615664107197647,-329.9004708615192
20,5,-4.504625296785652,-0.10221559951476149,-198.56922527390824
20,10,0.17184791874386646,-0.0001902402824079959,-155.23381745691017
20,15,-0.46120226984393714,-0.0016427614081865212,-129.48251765438832
20,20,1.1932673300555905,-0.018952067515048535,-75.14042987418672
20,25,0.7124091591950327,-0.0090993645690932,-55.78062113902119
20,30,-0.20574706893128042,-0.0012450409517635748,-34.00099520440854
20,35,-0.15832870032823793,-0.0009467821032605594,-26.47750253777247
20,40,-0.3296274777137949,-0.006386818130653959,-17.015463044325873
20,45,0.11246998532964482,-0.0010512414378514665,-12.033439404860054
20,50,0.10073036312475739,-0.0013051249653598263,-7.775085117841428
20,60,-0.01746207817824362,-4.592189170048894e-05,-6.640084226062575
20,70,0.08624134322886,-0.0014321900468977035,-5.193860138531018
20,80,0.04225873920689401,-0.0005780543527542826,-3.089619681002848
20,90,0.01566104384358525,-8.312950959489618e-05,-2.9504775223536215
20,100,-0.009998501836638873,-3.338530465337248e-05,-2.9944491237377635
21,0,9.019884644207853,-0.21598583471527955,-376.7915645944697
21,5,-0.2238936231894126,-0.00020660724356404617,-242.62641998140194
21,10,-0.6195339693968465,-0.0022687823512475285,-169.17661260175078
21,15,-0.33442732273034315,-0.0010366855287882028,-107.88437615839128
21,20,0.23306417953024808,-0.0006651595329028108,-81.66331580817801
21,25,0.2093565139329559,-0.0010539142586908454,-41.588492544656454
21,30,0.08876138629534291,-0.00018832823579984027,-41.83441424677016
21,35,-0.30860670950305624,-0.004631707333520282,-20.56451758370387
21,40,0.015376522627962243,-1.3700496826073454e-05,-17.257588902184967
21,45,-0.20555077521913515,-0.003987250482360593,-10.59854897898154
21,50,-0.04042045879597775,-0.0001968219871321424,-8.301068810533485
21,60,0.0206999593232642,-6.766316654982533e-05,-6.332701039275537
21,70,0.022151019715827544,-0.00010282277738667832,-4.772025937784069
21,80,-0.10104758558070216,-0.0024562139646527783,-4.158282114973526
21,90,0.009228349006384305,-3.138976328956478e-05,-2.7130793327498246
21,100,-0.023454548414069923,-0.00018487173181574746,-2.975754726901365
22,0,-7.7560850196721915,-0.15656145044591838,-384.31624871075803
22,5,3.3017019268277887,-0.044858596803397884,-243.0357276181801
22,10,-1.0545771483807662,-0.006844982755038984,-162.4776026960539
22,15,0.47321539742354723,-0.0024113416291903556,-92.86768698106756
22,20,-2.509968322035517,-0.08855470630402894,-71.18606101603365
22,25,-0.2235037063539769,-0.0009977997078512856,-50.06456121458036
22,30,-1.0525555010294145,-0.03591699534104694,-30.863325282099222
22,35,0.2781837154064686,-0.0031820756169164675,-24.320994052730978
22,40,-1.1078991825941857,-0.060048361654228534,-20.470869573448535
22,45,0.12198567121867071,-0.001245691661412887,-11.946198483357009
22,50,0.31759230926997295,-0.012582056507469717,-8.022853647701574
22,60,0.0077922322190460335,-9.930454514546617e-06,-6.114416230752186
22,70,0.020747977534479357,-8.547770155353394e-05,-5.036193266203778
22,80,-0.010890004139537694,-2.8896085733785677e-05,-4.104106305015607
22,90,0.04809856548030902,-0.0008949658118944069,-2.5854311055865367
22,100,-0.009712832252115078,-3.767415052575916e-05,-2.5040994610182365
23,0,0.5791951936824169,-0.000892947496107033,-375.68554985002936
23,5,3.8867972768390295,-0.07668963048598688,-197.02968105407967
23,10,-4.481319284768426,-0.10508552355840137,-191.15614193675012
23,15,-2.5286008128503394,-0.05146538336681938,-124.26112190561678
23,20,-2.4978398112574847,-0.07804635838768209,-79.98129221789353
23,25,-0.43107362479863476,-0.004109436300651624,-45.22102301697295
23,30,0.37322378885434976,-0.003771072270452994,-36.93991970661114
23,35,0.13450582489305413,-0.000869007549839796,-20.81937552397192
23,40,0.2228432850678736,-0.002859561714117837,-17.36742306800181
23,45,-0.02200047378951193,-3.9874107757435954e-05,-12.138745395361358
23,50,0.2128798409258919,-0.005790764537884964,-7.828774551712957
23,60,0.0891791500733623,-0.001302356234757039,-6.107214459613487
23,70,0.013838250443376965,-4.1856575909609546e-05,-4.575100737614902
23,80,-0.11867904720817855,-0.0034893734915650413,-4.038204230320665
23,90,0.0001333408500114702,-6.31329044958073e-09,-2.8162465268595365
23,100,0.010234978270088126,-3.732320764433155e-05,-2.806711515688362
24,0,0.37456745142667486,-0.00040103824786297856,-349.8440780441184
24,5,-0.45745366883622884,-0.0007211947231716979,-290.16313135531317
24,10,-1.8351822412843584,-0.02125804726299435,-158.43975515551287
24,15,2.2862422489913494,-0.04358946094106657,-119.93388866114671
24,20,-1.6938605255925692,-0.039082687390759166,-73.43218438573173
24,25,0.4297411361270693,-0.004723334680110197,-39.10131531984786
24,30,0.22283072545435215,-0.0015506382362533051,-32.02212693491082
24,35,-0.6246072067116005,-0.016768374658486608,-23.27445172812685
24,40,0.15039806147076704,-0.0013945389518296792,-16.22080847080753
24,45,0.3344611586246327,-0.010846819789353288,-10.318515481237883
24,50,-0.10006249378430142,-0.0012205506397064243,-8.20387715250329
24,60,0.1589079584783049,-0.0034333521177955426,-7.356551750845554
24,70,-0.031691962248179016,-0.0002306957261340176,-4.353817462847375
24,80,-0.009069648654708926,-2.5019755406510055e-05,-3.2877555506376615
24,90,-0.024708362183100876,-0.00017446710333809793,-3.4993323628670105
24,100,0.022739324010516145,-0.0001929129112134237,-2.6804606315024158
25,0,-6.5243481958029905,-0.12630225268549683,-337.08895809226516
25,5,2.242338394724411,-0.02094483165339976,-240.0735846373567
25,10,2.3084410258715637,-0.031994794947394815,-166.57121221008668
25,15,1.9626656283830617,-0.03303688279685885,-116.61518042388991
25,20,-0.05122155280582599,-3.520651847741129e-05,-74.52165692764676
25,25,-0.5951341967325903,-0.006654215786399661,-53.230442488275905
25,30,-0.19129927296789156,-0.0010896240436278747,-33.585901199153255
25,35,0.9678405253070783,-0.03422639671465384,-27.385319884726663
25,40,0.02199735580768582,-2.9922023033585102e-05,-16.171503833488494
25,45,-0.2568276269156032,-0.005008199511161181,-13.172991539027404
25,50,-0.09177504498213244,-0.0010042804301848046,-8.387262066251703
25,60,0.22743818902869367,-0.009190147846823623,-5.633243651446533
25,70,-0.0318998978924118,-0.00022980302807093267,-4.428270151450995
25,80,0.0692178426169988,-0.0013125695910763367,-3.6508320101047147
25,90,-0.0407605361368775,-0.0006241681251754952,-2.662129033271076
25,100,-0.040900676417659,-0.0004966523678040494,-3.368530519768585
26,0,-4.408476806600763,-0.055525508920567394,-350.04108223626974
26,5,-3.1856587589640304,-0.0369457579655534,-274.70282811885806
26,10,-3.2191619768436373,-0.0562594111298652,-184.2284884404737
26,15,0.7560059489536647,-0.0044894075933663135,-127.31191371426046
